chrom	phase_set	n_reads	span_bp	hp1_mat	hp1_pat	hp2_mat	hp2_pat	concordant	discordant	accuracy	switches	flips	orientation
chr12	111305479	24	57136	8	5	6	5	13	11	0.5417	5	2	HP1=MAT,HP2=PAT
chr12	47558144	193	82685	49	61	44	39	105	88	0.5440	1	2	HP1=PAT,HP2=MAT
chr12	64923006	174	102791	58	32	31	53	111	63	0.6379	11	15	HP1=MAT,HP2=PAT
chr12	55958858	66	35596	31	0	3	32	63	3	0.9545	0	3	HP1=MAT,HP2=PAT
chr12	87029583	50	73741	22	2	0	26	48	2	0.9600	1	1	HP1=MAT,HP2=PAT
chr12	133216094	214	113182	3	107	99	5	206	8	0.9626	4	2	HP1=PAT,HP2=MAT
chr12	44471515	78	26484	38	0	2	38	76	2	0.9744	0	2	HP1=MAT,HP2=PAT
chr12	65870079	41	60916	19	1	0	21	40	1	0.9756	0	1	HP1=MAT,HP2=PAT
chr12	132175917	123	59950	57	3	0	63	120	3	0.9756	0	3	HP1=MAT,HP2=PAT
chr12	2252787	131	50154	1	58	70	2	128	3	0.9771	0	3	HP1=PAT,HP2=MAT
chr12	74821923	45	56576	29	0	1	15	44	1	0.9778	0	1	HP1=MAT,HP2=PAT
chr12	24036248	48	35130	25	1	0	22	47	1	0.9792	0	1	HP1=MAT,HP2=PAT
chr12	74850004	48	55338	21	1	0	26	47	1	0.9792	0	1	HP1=MAT,HP2=PAT
chr12	82690158	144	68973	1	74	67	2	141	3	0.9792	0	3	HP1=PAT,HP2=MAT
chr12	122251691	50	61683	19	0	1	30	49	1	0.9800	0	1	HP1=MAT,HP2=PAT
chr12	40082646	54	20652	28	1	0	25	53	1	0.9815	0	1	HP1=MAT,HP2=PAT
chr12	51716748	64	32185	32	0	1	31	63	1	0.9844	0	1	HP1=MAT,HP2=PAT
chr12	56293152	147	66968	0	76	69	2	145	2	0.9864	0	2	HP1=PAT,HP2=MAT
chr12	81376794	79	55619	1	45	33	0	78	1	0.9873	0	1	HP1=PAT,HP2=MAT
chr12	20305124	91	46093	1	53	37	0	90	1	0.9890	0	1	HP1=PAT,HP2=MAT
chr12	132101544	118	49329	52	0	1	65	117	1	0.9915	0	1	HP1=MAT,HP2=PAT
chr12	48626063	122	59188	0	75	46	1	121	1	0.9918	0	1	HP1=PAT,HP2=MAT
chr12	86745735	134	75014	62	1	0	71	133	1	0.9925	0	1	HP1=MAT,HP2=PAT
chr12	74725382	283	107855	131	2	0	150	281	2	0.9929	0	2	HP1=MAT,HP2=PAT
chr12	29423503	172	112516	0	82	89	1	171	1	0.9942	0	1	HP1=PAT,HP2=MAT
chr12	122803362	176	107137	0	86	89	1	175	1	0.9943	0	1	HP1=PAT,HP2=MAT
chr12	45196016	186	59453	99	1	0	86	185	1	0.9946	0	1	HP1=MAT,HP2=PAT
chr12	40342650	200	75702	0	110	89	1	199	1	0.9950	0	1	HP1=PAT,HP2=MAT
chr12	124387741	432	199792	2	219	211	0	430	2	0.9954	2	0	HP1=PAT,HP2=MAT
chr12	51853315	246	84435	0	134	111	1	245	1	0.9959	0	1	HP1=PAT,HP2=MAT
chr12	129521465	533	200652	261	1	1	270	531	2	0.9962	0	2	HP1=MAT,HP2=PAT
chr12	15803821	549	169691	1	285	262	1	547	2	0.9964	0	2	HP1=PAT,HP2=MAT
chr12	8286940	381	122249	1	182	198	0	380	1	0.9974	0	1	HP1=PAT,HP2=MAT
chr12	93624375	412	152832	1	212	199	0	411	1	0.9976	0	1	HP1=PAT,HP2=MAT
chr12	93329013	432	175512	221	0	1	210	431	1	0.9977	0	1	HP1=MAT,HP2=PAT
chr12	79476124	537	214486	285	1	0	251	536	1	0.9981	0	1	HP1=MAT,HP2=PAT
chr12	15295677	1232	324515	1	625	605	1	1230	2	0.9984	0	2	HP1=PAT,HP2=MAT
chr12	94509663	638	205479	0	338	299	1	637	1	0.9984	0	1	HP1=PAT,HP2=MAT
chr12	113623816	697	232523	0	359	337	1	696	1	0.9986	0	1	HP1=PAT,HP2=MAT
chr12	121340340	1446	515621	1	729	715	1	1444	2	0.9986	0	2	HP1=PAT,HP2=MAT
chr12	56978140	897	272570	0	470	426	1	896	1	0.9989	0	1	HP1=PAT,HP2=MAT
chr12	88123461	906	274954	433	1	0	472	905	1	0.9989	0	1	HP1=MAT,HP2=PAT
chr12	8404941	965	298724	1	482	482	0	964	1	0.9990	0	1	HP1=PAT,HP2=MAT
chr12	20588454	2000	488423	1	1042	956	1	1998	2	0.9990	0	2	HP1=PAT,HP2=MAT
chr12	16935942	1023	257209	0	532	490	1	1022	1	0.9990	0	1	HP1=PAT,HP2=MAT
chr12	30966265	14553	4303177	7204	9	2	7338	14542	11	0.9992	3	4	HP1=MAT,HP2=PAT
chr12	25676727	1344	333496	0	669	674	1	1343	1	0.9993	0	1	HP1=PAT,HP2=MAT
chr12	117404271	1405	422422	1	704	700	0	1404	1	0.9993	0	1	HP1=PAT,HP2=MAT
chr12	80300592	1459	377386	1	742	716	0	1458	1	0.9993	0	1	HP1=PAT,HP2=MAT
chr12	54858055	1628	407404	0	801	826	1	1627	1	0.9994	0	1	HP1=PAT,HP2=MAT
